location,iso_code,date,people_vaccinated,daily_vaccinations_raw,daily_vaccinations,people_vaccinated_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,coverage_level,intensity_level,days_since_first_vax,progress_stage
Sri Lanka,LKA,2021-09-12,13458620.0,225511.0,308842.0,61.65,14146.0,107936.0,0.494,High,Very Fast,226,Mature
Sri Lanka,LKA,2021-09-13,13497826.0,74198.0,309743.0,61.83,14187.0,109746.0,0.503,High,Very Fast,227,Mature
Sri Lanka,LKA,2021-09-14,13553534.0,149115.0,284023.0,62.08,13009.0,104341.0,0.478,High,Very Fast,228,Mature
Sri Lanka,LKA,2021-09-15,13602365.0,123440.0,240284.0,62.3,11006.0,92801.0,0.425,High,Very Fast,229,Mature
Sri Lanka,LKA,2021-09-16,13649253.0,113852.0,191444.0,62.52,8769.0,74357.0,0.341,High,Very Fast,230,Mature
Sri Lanka,LKA,2021-09-17,13690202.0,94649.0,154537.0,62.71,7078.0,60771.0,0.278,High,Very Fast,231,Mature
Sri Lanka,LKA,2021-09-18,13720887.0,130980.0,130249.0,62.85,5966.0,49943.0,0.229,High,Very Fast,232,Mature
Sri Lanka,LKA,2021-09-19,13749897.0,114916.0,114450.0,62.98,5242.0,41611.0,0.191,High,Fast,233,Mature
Sri Lanka,LKA,2021-09-20,13772541.0,62008.0,112709.0,63.08,5163.0,39245.0,0.18,High,Fast,234,Mature
Sri Lanka,LKA,2021-09-21,13802944.0,61083.0,100133.0,63.22,4586.0,35630.0,0.163,High,Fast,235,Mature
Sri Lanka,LKA,2021-09-22,13906987.0,183788.0,108754.0,63.7,4981.0,43517.0,0.199,High,Fast,236,Mature
Sri Lanka,LKA,2021-09-23,14032696.0,228645.0,125153.0,64.28,5733.0,54778.0,0.251,High,Fast,237,Mature
Sri Lanka,LKA,2021-09-24,14183520.0,250356.0,147397.0,64.97,6751.0,70474.0,0.323,High,Very Fast,238,Mature
Sri Lanka,LKA,2021-09-25,14302376.0,223613.0,160630.0,65.51,7357.0,83070.0,0.38,High,Very Fast,239,Mature
Sri Lanka,LKA,2021-09-26,14367807.0,148306.0,165400.0,65.81,7576.0,88273.0,0.404,High,Very Fast,240,Mature
Sri Lanka,LKA,2021-09-27,14391759.0,40648.0,162348.0,65.92,7436.0,88460.0,0.405,High,Very Fast,241,Mature
Sri Lanka,LKA,2021-09-28,14433611.0,93662.0,167003.0,66.11,7649.0,90095.0,0.413,High,Very Fast,242,Mature
Sri Lanka,LKA,2021-09-29,14471052.0,75708.0,151563.0,66.28,6942.0,80581.0,0.369,High,Very Fast,243,Mature
Sri Lanka,LKA,2021-09-30,14502913.0,61403.0,127671.0,66.43,5848.0,67174.0,0.308,High,Fast,244,Mature
Sri Lanka,LKA,2021-10-01,14524408.0,64875.0,101174.0,66.53,4634.0,48698.0,0.223,High,Fast,245,Mature
Sri Lanka,LKA,2021-10-02,14555215.0,78716.0,80474.0,66.67,3686.0,36120.0,0.165,High,Fast,246,Mature
Sri Lanka,LKA,2021-10-03,14570141.0,47157.0,66024.0,66.74,3024.0,28905.0,0.132,High,Fast,247,Mature
Sri Lanka,LKA,2021-10-04,14580206.0,17269.0,62684.0,66.78,2871.0,26921.0,0.123,High,Moderate,248,Mature
Sri Lanka,LKA,2021-10-05,14598456.0,82798.0,61132.0,66.87,2800.0,23549.0,0.108,High,Moderate,249,Mature
Sri Lanka,LKA,2021-10-06,14615232.0,58526.0,58678.0,66.94,2688.0,20597.0,0.094,High,Moderate,250,Mature
Sri Lanka,LKA,2021-10-07,14639679.0,100488.0,64261.0,67.06,2943.0,19538.0,0.089,High,Moderate,251,Mature
Sri Lanka,LKA,2021-10-08,14668211.0,108573.0,70504.0,67.19,3229.0,20543.0,0.094,High,Fast,252,Mature
Sri Lanka,LKA,2021-10-09,14684749.0,148133.0,80421.0,67.26,3684.0,18505.0,0.085,High,Fast,253,Mature
Sri Lanka,LKA,2021-10-10,14698140.0,118549.0,90619.0,67.32,4151.0,18286.0,0.084,High,Fast,254,Mature
Sri Lanka,LKA,2021-10-11,14703606.0,43755.0,94403.0,67.35,4324.0,17629.0,0.081,High,Fast,255,Mature
Sri Lanka,LKA,2021-10-12,14716712.0,95525.0,96221.0,67.41,4407.0,16894.0,0.077,High,Fast,256,Mature
Sri Lanka,LKA,2021-10-13,14731502.0,87739.0,100395.0,67.48,4598.0,16610.0,0.076,High,Fast,257,Mature
Sri Lanka,LKA,2021-10-14,14745130.0,73558.0,96547.0,67.54,4422.0,15064.0,0.069,High,Fast,258,Mature
Sri Lanka,LKA,2021-10-15,14754334.0,53444.0,88672.0,67.58,4062.0,12303.0,0.056,High,Fast,259,Mature
Sri Lanka,LKA,2021-10-16,14767778.0,75918.0,78355.0,67.64,3589.0,11861.0,0.054,High,Fast,260,Mature
Sri Lanka,LKA,2021-10-17,14777220.0,57738.0,69668.0,67.69,3191.0,11297.0,0.052,High,Fast,261,Mature
Sri Lanka,LKA,2021-10-18,14780138.0,17694.0,65945.0,67.7,3021.0,10933.0,0.05,High,Fast,262,Mature
Sri Lanka,LKA,2021-10-19,14785189.0,39895.0,57998.0,67.72,2657.0,9782.0,0.045,High,Moderate,263,Mature
Sri Lanka,LKA,2021-10-20,14788141.0,24211.0,48923.0,67.74,2241.0,8091.0,0.037,High,Moderate,264,Mature
Sri Lanka,LKA,2021-10-21,14789068.0,11618.0,40074.0,67.74,1836.0,6277.0,0.029,High,Moderate,265,Mature
Sri Lanka,LKA,2021-10-22,14868800.0,161939.0,55573.0,68.11,2545.0,16352.0,0.075,High,Moderate,266,Mature
Sri Lanka,LKA,2021-10-23,14928248.0,165381.0,68354.0,68.38,3131.0,22924.0,0.105,High,Fast,267,Mature
Sri Lanka,LKA,2021-10-24,14975778.0,135516.0,79465.0,68.6,3640.0,28365.0,0.13,High,Fast,268,Mature
Sri Lanka,LKA,2021-10-25,14987889.0,42230.0,82970.0,68.65,3800.0,29679.0,0.136,High,Fast,269,Mature
Sri Lanka,LKA,2021-10-26,15061354.0,118032.0,94132.0,68.99,4312.0,39452.0,0.181,High,Fast,270,Mature
Sri Lanka,LKA,2021-10-27,15147114.0,150517.0,112176.0,69.38,5138.0,51282.0,0.235,High,Fast,271,Mature
Sri Lanka,LKA,2021-10-28,15262192.0,168559.0,134596.0,69.91,6165.0,67589.0,0.31,High,Very Fast,272,Mature
Sri Lanka,LKA,2021-11-04,15718509.0,66890.0,94001.0,72.0,4306.0,65188.0,0.299,High,Fast,279,Mature
Sri Lanka,LKA,2021-11-05,15726331.0,10478.0,81423.0,72.03,3729.0,56560.0,0.259,High,Fast,280,Mature
Sri Lanka,LKA,2021-11-06,15757276.0,47573.0,74145.0,72.17,3396.0,51235.0,0.235,High,Fast,281,Mature
Sri Lanka,LKA,2021-11-07,15796673.0,76876.0,71053.0,72.36,3255.0,47117.0,0.216,High,Fast,282,Mature
Sri Lanka,LKA,2021-11-08,15799360.0,5886.0,57820.0,72.37,2648.0,37756.0,0.173,High,Moderate,283,Mature
Sri Lanka,LKA,2021-11-09,15816302.0,27327.0,47650.0,72.45,2183.0,30430.0,0.139,High,Moderate,284,Mature
Sri Lanka,LKA,2021-11-10,15825242.0,14036.0,35581.0,72.49,1630.0,21962.0,0.101,High,Moderate,285,Mature
Sri Lanka,LKA,2021-11-11,15837790.0,20930.0,29015.0,72.54,1329.0,17040.0,0.078,High,Moderate,286,Mature
Sri Lanka,LKA,2021-11-14,15874038.0,42851.0,21137.0,72.71,968.0,11052.0,0.051,High,Slow,289,Mature
Sri Lanka,LKA,2021-11-15,15876907.0,20001.0,23153.0,72.72,1061.0,11078.0,0.051,High,Moderate,290,Mature
Sri Lanka,LKA,2021-11-16,15883630.0,16125.0,21553.0,72.75,987.0,9618.0,0.044,High,Slow,291,Mature
Sri Lanka,LKA,2021-11-17,15888053.0,11925.0,21252.0,72.77,973.0,8973.0,0.041,High,Slow,292,Mature
Sri Lanka,LKA,2021-11-18,15894375.0,12573.0,20058.0,72.8,919.0,8084.0,0.037,High,Slow,293,Mature
Sri Lanka,LKA,2021-11-19,15897388.0,5078.0,18145.0,72.82,831.0,7077.0,0.032,High,Slow,294,Mature
Sri Lanka,LKA,2021-11-20,15900295.0,7091.0,16521.0,72.83,757.0,6056.0,0.028,High,Slow,295,Mature
Sri Lanka,LKA,2021-11-21,15910650.0,20707.0,13357.0,72.88,612.0,5230.0,0.024,High,Slow,296,Mature
Sri Lanka,LKA,2021-11-22,15911983.0,3541.0,11006.0,72.88,504.0,5011.0,0.023,High,Slow,297,Mature
Sri Lanka,LKA,2021-11-23,15914780.0,12149.0,10438.0,72.9,478.0,4450.0,0.02,High,Slow,298,Mature
Sri Lanka,LKA,2021-11-24,15916995.0,6461.0,9657.0,72.91,442.0,4135.0,0.019,High,Slow,299,Mature
Sri Lanka,LKA,2021-11-25,15918179.0,3301.0,8333.0,72.91,382.0,3401.0,0.016,High,Slow,300,Mature
Sri Lanka,LKA,2021-11-26,15919195.0,2918.0,8024.0,72.92,368.0,3115.0,0.014,High,Slow,301,Mature
Sri Lanka,LKA,2021-11-29,15927537.0,3922.0,7033.0,72.95,322.0,2222.0,0.01,High,Slow,304,Mature
Sri Lanka,LKA,2021-11-30,15929547.0,5977.0,6151.0,72.96,282.0,2110.0,0.01,High,Slow,305,Mature
Sri Lanka,LKA,2021-12-01,15932194.0,7377.0,6282.0,72.98,288.0,2171.0,0.01,High,Slow,306,Mature
Sri Lanka,LKA,2021-12-02,15933967.0,5597.0,6610.0,72.98,303.0,2255.0,0.01,High,Slow,307,Mature
Sri Lanka,LKA,2021-12-03,15935634.0,4369.0,6817.0,72.99,312.0,2348.0,0.011,High,Slow,308,Mature
Sri Lanka,LKA,2021-12-06,15945546.0,5146.0,6204.0,73.04,284.0,2573.0,0.012,High,Slow,311,Mature
Sri Lanka,LKA,2021-12-07,15947255.0,5127.0,6082.0,73.04,279.0,2530.0,0.012,High,Slow,312,Mature
Sri Lanka,LKA,2021-12-08,15948495.0,2905.0,5443.0,73.05,249.0,2329.0,0.011,High,Slow,313,Mature
Sri Lanka,LKA,2021-12-09,15949941.0,1085196.0,159672.0,73.06,7314.0,2282.0,0.01,High,Very Fast,314,Mature
Sri Lanka,LKA,2021-12-12,15955985.0,92052.0,186362.0,73.08,8536.0,1831.0,0.008,High,Very Fast,317,Mature
Sri Lanka,LKA,2021-12-13,15956438.0,42834.0,191746.0,73.09,8783.0,1556.0,0.007,High,Very Fast,318,Mature
Sri Lanka,LKA,2021-12-14,15958080.0,137625.0,210674.0,73.09,9650.0,1546.0,0.007,High,Very Fast,319,Mature
Sri Lanka,LKA,2021-12-15,15960281.0,214233.0,240864.0,73.1,11033.0,1684.0,0.008,High,Very Fast,320,Mature
Sri Lanka,LKA,2021-12-16,15962904.0,228013.0,118409.0,73.12,5424.0,1852.0,0.008,High,Fast,321,Mature
Sri Lanka,LKA,2021-12-17,15964289.0,192652.0,137780.0,73.12,6311.0,1880.0,0.009,High,Very Fast,322,Mature
Sri Lanka,LKA,2021-12-18,15966704.0,294317.0,171675.0,73.13,7863.0,2056.0,0.009,High,Very Fast,323,Mature
Sri Lanka,LKA,2021-12-19,15967577.0,86798.0,170925.0,73.14,7829.0,1656.0,0.008,High,Very Fast,324,Mature
Sri Lanka,LKA,2021-12-20,15968147.0,76091.0,175676.0,73.14,8047.0,1673.0,0.008,High,Very Fast,325,Mature
Sri Lanka,LKA,2021-12-21,15969986.0,159370.0,178782.0,73.15,8189.0,1701.0,0.008,High,Very Fast,326,Mature
Sri Lanka,LKA,2021-12-22,15972186.0,186954.0,174885.0,73.16,8010.0,1701.0,0.008,High,Very Fast,327,Mature
Sri Lanka,LKA,2021-12-23,15976157.0,173510.0,167099.0,73.18,7654.0,1893.0,0.009,High,Very Fast,328,Mature
Sri Lanka,LKA,2021-12-24,15978824.0,140240.0,159611.0,73.19,7311.0,2076.0,0.01,High,Very Fast,329,Mature
Sri Lanka,LKA,2021-12-25,15980825.0,163154.0,140874.0,73.2,6453.0,2017.0,0.009,High,Very Fast,330,Mature
Sri Lanka,LKA,2021-12-26,15982016.0,70740.0,138580.0,73.2,6348.0,2063.0,0.009,High,Very Fast,331,Mature
Sri Lanka,LKA,2021-12-27,15982166.0,25037.0,131286.0,73.2,6013.0,2003.0,0.009,High,Very Fast,332,Mature
Sri Lanka,LKA,2021-12-28,15985385.0,166871.0,132358.0,73.22,6063.0,2200.0,0.01,High,Very Fast,333,Mature
Sri Lanka,LKA,2021-12-29,15987913.0,146354.0,126558.0,73.23,5797.0,2247.0,0.01,High,Fast,334,Mature
Sri Lanka,LKA,2021-12-30,15989319.0,170766.0,126166.0,73.24,5779.0,1880.0,0.009,High,Fast,335,Mature
Sri Lanka,LKA,2021-12-31,15991500.0,154162.0,128155.0,73.25,5870.0,1811.0,0.008,High,Fast,336,Mature
Sri Lanka,LKA,2022-01-01,15992877.0,49871.0,111972.0,73.25,5129.0,1722.0,0.008,High,Fast,337,Mature
Sri Lanka,LKA,2022-01-02,15993676.0,21214.0,104896.0,73.26,4805.0,1666.0,0.008,High,Fast,338,Mature
Sri Lanka,LKA,2022-01-03,15993891.0,5663.0,102129.0,73.26,4678.0,1675.0,0.008,High,Fast,339,Mature
Sri Lanka,LKA,2022-01-04,15994809.0,40293.0,84046.0,73.26,3850.0,1346.0,0.006,High,Fast,340,Mature
Sri Lanka,LKA,2022-01-05,15995725.0,37075.0,68435.0,73.27,3135.0,1116.0,0.005,High,Fast,341,Mature
Sri Lanka,LKA,2022-01-06,15996826.0,52410.0,51527.0,73.27,2360.0,1072.0,0.005,High,Moderate,342,Mature
Sri Lanka,LKA,2022-01-07,15997744.0,33066.0,34227.0,73.28,1568.0,892.0,0.004,High,Moderate,343,Mature
Sri Lanka,LKA,2022-01-08,16003686.0,55395.0,35017.0,73.3,1604.0,1544.0,0.007,High,Moderate,344,Mature
Sri Lanka,LKA,2022-01-09,16007724.0,50708.0,39230.0,73.32,1797.0,2007.0,0.009,High,Moderate,345,Mature
Sri Lanka,LKA,2022-01-10,16009057.0,16921.0,40838.0,73.33,1871.0,2167.0,0.01,High,Moderate,346,Mature
Sri Lanka,LKA,2022-01-11,16020257.0,52510.0,42584.0,73.38,1951.0,3635.0,0.017,High,Moderate,347,Mature
Sri Lanka,LKA,2022-01-16,16200619.0,67759.0,82787.0,74.21,3792.0,27556.0,0.126,High,Fast,352,Mature
Sri Lanka,LKA,2022-01-17,16206725.0,56945.0,88504.0,74.23,4054.0,28238.0,0.129,High,Fast,353,Mature
Sri Lanka,LKA,2022-01-18,16208326.0,12962.0,82855.0,74.24,3795.0,26867.0,0.123,High,Fast,354,Mature
Sri Lanka,LKA,2022-01-19,16250671.0,91955.0,78938.0,74.43,3616.0,26811.0,0.123,High,Fast,355,Mature
Sri Lanka,LKA,2022-01-20,16294449.0,74576.0,72539.0,74.64,3323.0,26960.0,0.123,High,Fast,356,Mature
Sri Lanka,LKA,2022-01-21,16359250.0,97682.0,71952.0,74.93,3296.0,30253.0,0.139,High,Fast,357,Mature
Sri Lanka,LKA,2022-01-22,16403883.0,68545.0,67203.0,75.14,3078.0,30665.0,0.14,Very High,Fast,358,Mature
Sri Lanka,LKA,2022-01-23,16420801.0,51360.0,64861.0,75.21,2971.0,31455.0,0.144,Very High,Moderate,359,Mature
Sri Lanka,LKA,2022-01-24,16421857.0,11129.0,58316.0,75.22,2671.0,30733.0,0.141,Very High,Moderate,360,Mature
Sri Lanka,LKA,2022-01-25,16463502.0,70846.0,66585.0,75.41,3050.0,36454.0,0.167,Very High,Fast,361,Mature
Sri Lanka,LKA,2022-01-26,16497745.0,72248.0,63769.0,75.57,2921.0,35296.0,0.162,Very High,Moderate,362,Mature
Sri Lanka,LKA,2022-01-27,16550296.0,85652.0,65352.0,75.81,2993.0,36550.0,0.167,Very High,Fast,363,Mature
Sri Lanka,LKA,2022-01-28,16583724.0,67864.0,61092.0,75.96,2798.0,32068.0,0.147,Very High,Moderate,364,Mature
Sri Lanka,LKA,2022-01-29,16624775.0,105030.0,66304.0,76.15,3037.0,31556.0,0.145,Very High,Fast,365,Mature
Sri Lanka,LKA,2022-01-30,16641134.0,88196.0,71566.0,76.22,3278.0,31476.0,0.144,Very High,Fast,366,Long-term
Sri Lanka,LKA,2022-01-31,16647015.0,43171.0,76144.0,76.25,3488.0,32165.0,0.147,Very High,Fast,367,Long-term
Sri Lanka,LKA,2022-02-01,16676234.0,102928.0,80727.0,76.38,3698.0,30390.0,0.139,Very High,Fast,368,Long-term
Sri Lanka,LKA,2022-02-02,16710257.0,150670.0,91930.0,76.54,4211.0,30359.0,0.139,Very High,Fast,369,Long-term
Sri Lanka,LKA,2022-02-03,16733188.0,141561.0,99917.0,76.64,4577.0,26127.0,0.12,Very High,Fast,370,Long-term
Sri Lanka,LKA,2022-02-06,16788517.0,62923.0,122864.0,76.9,5628.0,21055.0,0.096,Very High,Fast,373,Long-term
Sri Lanka,LKA,2022-02-07,16794917.0,76365.0,127606.0,76.93,5845.0,21129.0,0.097,Very High,Fast,374,Long-term
Sri Lanka,LKA,2022-02-08,16798256.0,58820.0,121304.0,76.94,5556.0,17432.0,0.08,Very High,Fast,375,Long-term
Sri Lanka,LKA,2022-02-09,16800981.0,54079.0,107506.0,76.96,4924.0,12961.0,0.059,Very High,Fast,376,Long-term
Sri Lanka,LKA,2022-02-10,16802496.0,48482.0,94209.0,76.96,4315.0,9901.0,0.045,Very High,Fast,377,Long-term
Sri Lanka,LKA,2022-02-11,16805368.0,67934.0,78286.0,76.98,3586.0,6732.0,0.031,Very High,Fast,378,Long-term
Sri Lanka,LKA,2022-02-12,16811958.0,85800.0,64915.0,77.01,2973.0,4094.0,0.019,Very High,Moderate,379,Long-term
Sri Lanka,LKA,2022-02-13,16812378.0,6140.0,56803.0,77.01,2602.0,3409.0,0.016,Very High,Moderate,380,Long-term
Sri Lanka,LKA,2022-02-14,16820188.0,57321.0,54082.0,77.04,2477.0,3610.0,0.017,Very High,Moderate,381,Long-term
Sri Lanka,LKA,2022-02-15,16821707.0,44280.0,52005.0,77.05,2382.0,3350.0,0.015,Very High,Moderate,382,Long-term
Sri Lanka,LKA,2022-02-16,16824201.0,31071.0,48718.0,77.06,2231.0,3317.0,0.015,Very High,Moderate,383,Long-term
Sri Lanka,LKA,2022-02-17,16829089.0,71443.0,51998.0,77.08,2382.0,3799.0,0.017,Very High,Moderate,384,Long-term
Sri Lanka,LKA,2022-02-18,16836546.0,90133.0,55170.0,77.12,2527.0,4454.0,0.02,Very High,Moderate,385,Long-term
Sri Lanka,LKA,2022-02-19,16847116.0,115932.0,59474.0,77.17,2724.0,5023.0,0.023,Very High,Moderate,386,Long-term
Sri Lanka,LKA,2022-02-20,16849327.0,32002.0,63169.0,77.18,2893.0,5278.0,0.024,Very High,Moderate,387,Long-term
Sri Lanka,LKA,2022-02-21,16855359.0,64410.0,64182.0,77.2,2940.0,5024.0,0.023,Very High,Moderate,388,Long-term
Sri Lanka,LKA,2022-02-22,16859786.0,78085.0,69011.0,77.22,3161.0,5440.0,0.025,Very High,Fast,389,Long-term
Sri Lanka,LKA,2022-02-23,16866777.0,293015.0,106431.0,77.26,4875.0,6082.0,0.028,Very High,Fast,390,Long-term
Sri Lanka,LKA,2022-02-24,16884030.0,127081.0,114380.0,77.34,5239.0,7849.0,0.036,Very High,Fast,391,Long-term
Sri Lanka,LKA,2022-02-25,16890323.0,75669.0,112313.0,77.36,5144.0,7682.0,0.035,Very High,Fast,392,Long-term
Sri Lanka,LKA,2022-03-01,16904417.0,18316.0,104257.0,77.43,4775.0,6376.0,0.029,Very High,Fast,396,Long-term
Sri Lanka,LKA,2022-03-02,16911102.0,32673.0,67065.0,77.46,3072.0,6332.0,0.029,Very High,Fast,397,Long-term
Sri Lanka,LKA,2022-03-03,16914562.0,27429.0,52829.0,77.48,2420.0,4362.0,0.02,Very High,Moderate,398,Long-term
Sri Lanka,LKA,2022-03-04,16917770.0,36835.0,47282.0,77.49,2166.0,3921.0,0.018,Very High,Moderate,399,Long-term
Sri Lanka,LKA,2022-03-05,16921171.0,42329.0,43056.0,77.51,1972.0,3757.0,0.017,Very High,Moderate,400,Long-term
Sri Lanka,LKA,2022-03-06,16928363.0,21362.0,35836.0,77.54,1641.0,4135.0,0.019,Very High,Moderate,401,Long-term
Sri Lanka,LKA,2022-03-07,16932560.0,40918.0,31409.0,77.56,1439.0,4085.0,0.019,Very High,Moderate,402,Long-term
Sri Lanka,LKA,2022-03-08,16935016.0,29107.0,32950.0,77.57,1509.0,4371.0,0.02,Very High,Moderate,403,Long-term
Sri Lanka,LKA,2022-03-09,16937437.0,29536.0,32502.0,77.58,1489.0,3762.0,0.017,Very High,Moderate,404,Long-term
Sri Lanka,LKA,2022-03-10,16941266.0,152801.0,50413.0,77.6,2309.0,3815.0,0.017,Very High,Moderate,405,Long-term
Sri Lanka,LKA,2022-03-11,16945836.0,33380.0,49919.0,77.62,2286.0,4009.0,0.018,Very High,Moderate,406,Long-term
Sri Lanka,LKA,2022-03-12,16951559.0,33530.0,48662.0,77.64,2229.0,4341.0,0.02,Very High,Moderate,407,Long-term
Sri Lanka,LKA,2022-03-13,16952784.0,12418.0,47384.0,77.65,2170.0,3489.0,0.016,Very High,Moderate,408,Long-term
Sri Lanka,LKA,2022-03-14,16972532.0,137085.0,61122.0,77.74,2800.0,5710.0,0.026,Very High,Moderate,409,Long-term
Sri Lanka,LKA,2022-03-15,16977594.0,31711.0,61494.0,77.76,2817.0,6083.0,0.028,Very High,Moderate,410,Long-term
Sri Lanka,LKA,2022-03-16,16981180.0,27389.0,61188.0,77.78,2803.0,6249.0,0.029,Very High,Moderate,411,Long-term
Sri Lanka,LKA,2022-03-17,16982423.0,10777.0,40899.0,77.79,1873.0,5880.0,0.027,Very High,Moderate,412,Long-term
Sri Lanka,LKA,2022-03-21,16994196.0,26570.0,23557.0,77.84,1079.0,3095.0,0.014,Very High,Moderate,416,Long-term
Sri Lanka,LKA,2022-03-22,16995787.0,14667.0,21122.0,77.85,967.0,2599.0,0.012,Very High,Slow,417,Long-term
